"ISOcode","AgeStart","AgeEnd","Ri","Di","Ni","Mi"
50,25,29,38,15,14551720.5,11864
50,30,34,327,127,13390655.5,13938
50,35,39,776,379,12045792.5,17468
50,40,44,1295,703,10425867,25034
50,45,49,1767,1012,9161647,42237
50,50,54,2210,1341,7486313.5,61284
50,55,59,2445,1553,6152197,70933
50,60,64,2128,1380,5096544,94267
50,65,69,1533,971,3684887,102776
50,70,74,1259,761,2402060,105508
50,75,79,1073,605,1575539,103585
50,80,84,695,355,876000.5,90117
50,85,999,510,226,472001,90507
51,0,4,0,0,198062,357
51,5,9,0,0,202708,15
51,10,14,0,0,171937,16
51,15,19,0,0,159973.5,39
51,20,24,0,0,182816.5,65
51,25,29,0,0,257908.5,118
51,30,34,0,0,252568.5,233
51,35,39,1,0,201605.5,337
51,40,44,1,0,157286,490
51,45,49,5,1,147960.5,738
51,50,54,9,3,158476,1339
51,55,59,7,3,206387,2682
51,60,64,15,7,183756.5,4532
51,65,69,13,5,128546,4852
51,70,74,10,4,71673.5,4562
51,75,79,2,2,51319,3120
51,80,84,3,3,54004.5,6073
51,85,999,5,4,33613,6812
52,0,4,0,0,15153,37
52,5,9,0,0,16045.5,0
52,10,14,0,0,18127,4
52,15,19,0,0,18828,7
52,20,24,0,0,18097.5,11
52,25,29,0,0,18976.5,12
52,30,34,0,0,18280.5,27
52,35,39,0,0,18936.5,34
52,40,44,0,0,18733.5,36
52,45,49,0,0,20019.5,70
52,50,54,0,0,19689.5,95
52,55,59,4,2,20122,128
52,60,64,1,1,18197,146
52,65,69,0,0,14352,237
52,70,74,0,0,10925,214
52,75,79,3,2,7526,330
52,80,84,0,1,4895.5,484
52,85,999,4,2,3275,659
56,0,4,0,0,612587,463
56,5,9,0,0,666072.5,42
56,10,14,0,0,663669.5,49
56,15,19,0,0,635320,134
56,20,24,1,0,672541.5,217
56,25,29,3,0,748455.5,296
56,30,34,5,0,745306.5,428
56,35,39,7,1,755017.5,603
56,40,44,20,2,736233.5,925
56,45,49,43,7,775156.5,1341
56,50,54,81,16,797920.5,2212
56,55,59,136,29,796121,3688
56,60,64,179,36,717803,5797
56,65,69,188,37,620186,8033
56,70,74,166,36,539917.5,11206
56,75,79,124,30,374599.5,12870
56,80,84,77,24,320995,15966
56,85,999,70,30,332665.5,46007
64,0,4,0,0,54713,263
64,5,9,0,0,64112.5,29
64,10,14,0,0,67691.5,26
64,15,19,0,0,72596.5,49
64,20,24,0,0,74843.5,71
64,25,29,0,0,83023,86
64,30,34,0,0,74844.5,99
64,35,39,1,0,61321.5,108
64,40,44,1,0,49046,132
64,45,49,1,1,38034,161
64,50,54,3,2,32943.5,220
64,55,59,3,3,26232.5,286
64,60,64,3,1,22392.5,380
64,65,69,3,3,16754,496
64,70,74,3,2,11888,562
64,75,79,2,1,8437,647
64,80,84,1,0,5099,632
64,85,999,1,0,3486.5,787
68,0,4,0,0,1269555,9355
68,5,9,0,0,1250583.5,1018
68,10,14,0,0,1214252.5,800
68,15,19,0,0,1156808.5,1523
68,20,24,0,4,1102747,1995
68,25,29,2,0,1040408,2094
68,30,34,3,0,923525.5,2426
68,35,39,5,0,786458,2998
68,40,44,6,0,677623,4013
68,45,49,9,3,575133,5476
68,50,54,0,0,480922,7437
68,55,59,0,0,399377,9736
68,60,64,6,3,312690.5,12230
68,65,69,0,0,230980.5,13527
68,70,74,33,17,170965,14438
68,75,79,0,0,105320,13628
68,80,84,7,5,53153.5,9758
68,85,999,0,0,26812,7707
70,0,4,0,0,159503,158
70,5,9,0,0,170793,10
70,10,14,0,0,171813,11
70,15,19,0,0,177718.5,21
70,20,24,0,0,213400.5,30
70,25,29,0,0,209150,42
70,30,34,0,0,236461,68
70,35,39,1,0,240877,128
70,40,44,4,1,234854,242
70,45,49,11,3,229568,499
70,50,54,16,5,242030,1022
70,55,59,20,9,256451.5,2148
70,60,64,21,10,239011.5,3864
70,65,69,24,11,209444.5,6280
70,70,74,23,9,138138,7246
70,75,79,12,6,97494.5,6772
70,80,84,9,5,81267.5,9766
70,85,999,10,4,52736,13281
72,0,4,0,0,294844.5,2727
72,5,9,0,0,280350,263
72,10,14,0,0,259999.5,210
72,15,19,0,0,233361,399
72,20,24,0,0,220633.5,565
72,25,29,0,0,223336.5,747
72,30,34,1,0,218271.5,1007
72,35,39,3,1,197199,1356
72,40,44,6,1,155178,1579
72,45,49,10,4,113669,1606
72,50,54,11,4,91035,1749
72,55,59,10,3,71252.5,1914
72,60,64,9,3,53898,2115
72,65,69,8,5,37161,2120
72,70,74,6,4,22199,1837
72,75,79,5,3,14237,1590
72,80,84,3,3,8091.5,1309
72,85,999,1,1,4985,1380
76,0,4,0,0,14594015,40155
76,5,9,0,0,14796395.5,2615
76,10,14,68,1,15391348.5,3679
76,15,19,25,0,16349984,14807
76,20,24,57,8,17174678.5,25514
76,25,29,68,14,17097456.5,28725
76,30,34,120,21,17552085.5,35111
76,35,39,242,23,17215260.5,47861
76,40,44,508,163,15420001.5,62230
76,45,49,825,300,13748095.5,78147
76,50,54,1179,486,12626508,98852
76,55,59,1463,673,11429834.5,132766
76,60,64,1480,709,9336478,159067
76,65,69,1283,632,7262004,180560
76,70,74,1067,504,5047779,189448
76,75,79,909,387,3493305,195885
76,80,84,791,342,2106852,224711
76,85,999,944,437,1140796.5,264108
84,0,4,0,0,38777,85
84,5,9,0,0,37225.5,12
84,10,14,0,0,38279.5,14
84,15,19,0,0,39426,45
84,20,24,0,0,38330,75
84,25,29,0,0,36038.5,111
84,30,34,0,0,31755,111
84,35,39,0,0,27174,108
84,40,44,0,0,23143,106
84,45,49,0,0,20376,138
84,50,54,0,0,16641.5,172
84,55,59,0,0,13686,227
84,60,64,0,0,10104.5,235
84,65,69,0,0,7124,230
84,70,74,0,0,4646.5,214
84,75,79,0,0,3027.5,183
84,80,84,0,0,1931.5,204
84,85,999,0,0,1409,276
90,0,4,0,0,99614.5,393
90,5,9,0,0,90396,62
90,10,14,0,0,78523,45
90,15,19,0,0,69086.5,68
90,20,24,0,0,60218.5,85
90,25,29,0,0,51342.5,79
90,30,34,0,0,45198.5,80
90,35,39,0,0,39936,92
90,40,44,1,1,34427,115
90,45,49,3,2,29820,150
90,50,54,3,1,23391,197
90,55,59,2,2,17374,237
90,60,64,1,1,12280,277
90,65,69,1,1,9165.5,316
90,70,74,0,0,6738,373
90,75,79,1,1,4132.5,371
90,80,84,0,0,2127.5,308
90,85,999,0,0,1222,315
96,0,4,0,0,33349.5,69
96,5,9,0,0,34323,8
96,10,14,0,0,32780,8
96,15,19,0,0,34592,21
96,20,24,0,0,34317,30
96,25,29,0,0,35399.5,30
96,30,34,0,0,39331.5,40
96,35,39,0,0,38609,57
96,40,44,0,0,35261,80
96,45,49,1,0,32277.5,117
96,50,54,0,0,27105,164
96,55,59,0,0,22010,211
96,60,64,0,0,16184,259
96,65,69,1,0,10383,278
96,70,74,0,0,5636,258
96,75,79,0,0,3438.5,227
96,80,84,0,0,1915,221
96,85,999,0,0,1137,242
100,0,4,0,0,320987,364
100,5,9,0,0,337857,43
100,10,14,0,0,332886.5,58
100,15,19,0,0,318987.5,158
100,20,24,0,0,304183,245
100,25,29,1,0,406964.5,285
100,30,34,3,0,480526,516
100,35,39,6,3,488929.5,955
100,40,44,15,7,544024,1533
100,45,49,28,15,516491,2935
100,50,54,39,21,472617.5,4472
100,55,59,47,24,492424.5,6621
100,60,64,58,26,487624,10813
100,65,69,62,26,467874,15557
100,70,74,60,24,417464.5,21696
100,75,79,44,15,288105.5,23513
100,80,84,27,9,214167,24483
100,85,999,21,7,160419,39643
104,0,4,0,0,4511518,39547
104,5,9,0,0,4430368,4897
104,10,14,17,0,4522615,3983
104,15,19,5,5,4622658.5,6906
104,20,24,7,7,4489440,10043
104,25,29,19,6,4399512.5,10686
104,30,34,16,5,4250490,11612
104,35,39,115,50,4074165.5,14505
104,40,44,208,101,3683019.5,18046
104,45,49,286,143,3342626.5,23842
104,50,54,343,169,2948942.5,31784
104,55,59,312,168,2461296,40687
104,60,64,283,172,1982784,51447
104,65,69,291,187,1463432,60581
104,70,74,246,170,895357,60506
104,75,79,168,125,537814.5,53792
104,80,84,109,86,287428,44988
104,85,999,70,58,136744.5,37853
108,0,4,0,0,2053874.5,22799
108,5,9,0,0,1955694,7241
108,10,14,5,2,1584231.5,3724
108,15,19,2,0,1175181.5,3695
108,20,24,1,0,926544.5,3763
108,25,29,3,1,876920,3669
108,30,34,2,0,829715,3953
108,35,39,6,4,709894,4140
108,40,44,6,3,495355.5,3890
108,45,49,6,4,349073.5,3339
108,50,54,7,4,257604.5,3491
108,55,59,9,6,201531.5,3588
108,60,64,10,8,169152,4535
108,65,69,14,13,131856.5,5577
108,70,74,12,11,78016.5,5367
108,75,79,9,9,47839,4799
108,80,84,6,6,22866,3685
108,85,999,3,3,9488,2603
112,0,4,0,0,532771,246
112,5,9,0,0,576874,50
112,10,14,0,0,516802,39
112,15,19,0,0,473174.5,95
112,20,24,0,0,459171,207
112,25,29,1,0,614624,374
112,30,34,4,2,791825.5,865
112,35,39,21,12,768463.5,1586
112,40,44,47,30,691064,2563
112,45,49,72,44,651124.5,3743
112,50,54,104,66,619521,5596
112,55,59,135,80,713731.5,8922
112,60,64,170,97,696117.5,15416
112,65,69,140,84,546473.5,18970
112,70,74,97,52,378605,23088
112,75,79,47,21,240380,16794
112,80,84,38,14,231496,24920
112,85,999,32,12,171752.5,34878
116,0,4,0,0,1646251,7997
116,5,9,0,0,1636304,1860
116,10,14,3,0,1567312,1306
116,15,19,1,0,1423895.5,2071
116,20,24,2,0,1314042,2615
116,25,29,9,3,1436092.5,3031
116,30,34,4,1,1424537.5,3403
116,35,39,17,7,1216006.5,3702
116,40,44,25,12,679485.5,3084
116,45,49,26,15,900755,4287
116,50,54,54,27,854107,7194
116,55,59,65,33,729976.5,8804
116,60,64,62,35,566042.5,11489
116,65,69,63,42,359943,12285
116,70,74,68,50,213206,11356
116,75,79,56,46,131661,10499
116,80,84,40,36,70960.5,9403
116,85,999,28,28,37168,9121
120,0,4,0,0,4193160.5,65623
120,5,9,0,0,3644803.5,6266
120,10,14,7,1,3198703.5,4119
120,15,19,2,1,2712479.5,5650
120,20,24,1,1,2328927,7094
120,25,29,1,0,2081514.5,7828
120,30,34,2,1,1783814,8657
120,35,39,11,5,1456222.5,9478
120,40,44,18,9,1138496,9954
120,45,49,20,11,904374,10503
120,50,54,28,17,705023.5,11512
120,55,59,32,20,532799.5,12009
120,60,64,32,23,390597.5,13200
120,65,69,29,22,277272,13767
120,70,74,24,21,200336,14002
120,75,79,16,15,128567,13419
120,80,84,9,9,68672.5,10765
120,85,999,5,4,36578,9649
124,0,4,0,0,1929478,1832
124,5,9,0,0,2037639,146
124,10,14,3,0,2030557,186
124,15,19,2,0,2107041.5,540
124,20,24,6,1,2465235.5,1024
124,25,29,13,3,2615139,1450
124,30,34,15,4,2602952,1774
124,35,39,33,5,2574338,2226
124,40,44,75,8,2419699,2743
124,45,49,134,16,2395577,3859
124,50,54,238,31,2506762,6238
124,55,59,392,55,2740617.5,11277
124,60,64,519,82,2508334.5,17145
124,65,69,539,91,2097665.5,23367
124,70,74,493,96,1705501.5,31432
124,75,79,395,83,1163689.5,36191
124,80,84,271,94,788281,41735
124,85,999,286,172,834077,114074
132,0,4,0,0,51615,136
132,5,9,0,0,53119,15
132,10,14,0,0,53728.5,15
132,15,19,0,0,53514.5,20
132,20,24,0,0,57664.5,32
132,25,29,0,0,58817.5,53
132,30,34,0,0,51937.5,67
132,35,39,1,0,42790,95
132,40,44,2,1,33010,111
132,45,49,2,2,27124.5,130
132,50,54,3,1,25465.5,182
132,55,59,1,1,21787.5,240
132,60,64,4,0,15865,268
132,65,69,3,1,9889,249
132,70,74,2,0,5761,217
132,75,79,0,1,5441.5,290
132,80,84,1,1,5272.5,528
132,85,999,0,1,4227.5,901
140,0,4,0,0,930961,23144
140,5,9,0,0,847038,2082
140,10,14,1,0,745064.5,1430
140,15,19,1,1,635200,2009
140,20,24,2,2,490667,2595
140,25,29,1,1,348374,2423
140,30,34,1,1,260744.5,2199
140,35,39,1,1,202044.5,2164
140,40,44,3,2,155957.5,2107
140,45,49,6,4,141022,2240
140,50,54,5,3,127719.5,2720
140,55,59,3,2,109307,3079
140,60,64,5,4,88313,3631
140,65,69,4,3,62833,3736
140,70,74,2,2,34590,2975
140,75,79,1,1,17984,2009
140,80,84,1,1,8166,1279
140,85,999,0,0,3339,860
144,0,4,0,0,1620356,2060
144,5,9,0,0,1748449.5,226
144,10,14,4,0,1811674,269
144,15,19,4,0,1713011.5,551
144,20,24,11,6,1576191,950
144,25,29,5,2,1514246.5,1135
144,30,34,9,3,1446913,1188
144,35,39,39,16,1607980,1886
144,40,44,98,43,1461955.5,3003
144,45,49,166,76,1339454,4593
144,50,54,243,116,1272869,6611
144,55,59,325,163,1221862.5,9102
144,60,64,384,196,1052480,13399
144,65,69,393,195,892152,19394
144,70,74,370,173,642732,25001
144,75,79,267,117,382435,24012
144,80,84,137,55,211924.5,21305
144,85,999,101,37,132978,25912
148,0,4,0,0,3063708.5,77189
148,5,9,0,0,2558461,19421
148,10,14,9,9,2109243,8794
148,15,19,23,16,1708886.5,8547
148,20,24,11,8,1414241,9382
148,25,29,0,0,1158258.5,8449
148,30,34,0,0,922230.5,7561
148,35,39,0,0,752600.5,7030
148,40,44,11,8,651410,7192
148,45,49,42,29,533612,7349
148,50,54,0,0,404959.5,7472
148,55,59,0,0,303787.5,7626
148,60,64,10,8,217290.5,8139
148,65,69,18,14,148562.5,8369
148,70,74,16,13,89145.5,7581
148,75,79,9,8,53443.5,6543
148,80,84,6,5,25834.5,4798
148,85,999,0,0,11191,3365
152,0,4,0,0,1167620,1286
152,5,9,0,0,1228895.5,135
152,10,14,8,0,1187946.5,190
152,15,19,0,0,1259265.5,471
152,20,24,4,0,1463574.5,1005
152,25,29,0,0,1603156,1323
152,30,34,4,1,1531998.5,1692
152,35,39,7,1,1401753,1888
152,40,44,4,2,1325776.5,2482
152,45,49,18,4,1276065,3751
152,50,54,31,9,1220141,5544
152,55,59,42,14,1108488.5,8171
152,60,64,43,19,956190,10488
152,65,69,42,19,780434,12613
152,70,74,38,18,572634.5,15653
152,75,79,33,18,395845.5,17421
152,80,84,31,17,277681,19373
152,85,999,44,29,282020,40841
156,0,4,0,0,85553391,81165
156,5,9,0,0,90280871,21329
156,10,14,127,15,83819593.5,24608
156,15,19,42,4,79582517.5,28263
156,20,24,84,15,84175834,46536
156,25,29,212,32,106790559.5,65522
156,30,34,607,138,118556456.5,102035
156,35,39,691,196,102242893.5,101838
156,40,44,1038,347,94861435,136328
156,45,49,1960,685,121460377,254589
156,50,54,4139,1822,117373200,470032
156,55,59,4800,2050,87233380,622887
156,60,64,4343,2026,78995382,748895
156,65,69,5794,3183,68858848,1227798
156,70,74,5352,3030,42880446,1385956
156,75,79,3521,2610,27916257,1383337
156,80,84,2484,2211,18501237,1571234
156,85,999,2014,2467,12781352.5,2345179
170,0,4,0,0,3662533.5,9471
170,5,9,0,0,3688616,1004
170,10,14,6,1,3854721,1446
170,15,19,4,0,4193309,4369
170,20,24,6,1,4417169.5,8051
170,25,29,9,3,4398950,9149
170,30,34,21,3,4092636.5,9507
170,35,39,26,8,3743585.5,10658
170,40,44,30,11,3318269.5,12612
170,45,49,46,14,3022142.5,14718
170,50,54,67,22,2941164.5,20294
170,55,59,90,37,2636046,28378
170,60,64,105,45,2100878.5,37708
170,65,69,113,45,1581704,40293
170,70,74,101,49,1102760,43732
170,75,79,87,51,730367.5,44083
170,80,84,79,52,433733,46194
170,85,999,100,71,268820,55979
174,0,4,0,0,112127.5,1411
174,5,9,0,0,103702.5,130
174,10,14,0,0,90185.5,88
174,15,19,0,0,80034,135
174,20,24,0,0,72843.5,163
174,25,29,0,0,62500,152
174,30,34,0,0,54310,157
174,35,39,0,0,46111.5,183
174,40,44,0,0,37623,212
174,45,49,0,0,31792,259
174,50,54,1,0,27434,339
174,55,59,1,1,22226.5,428
174,60,64,1,1,15921,499
174,65,69,1,1,13656.5,609
174,70,74,1,0,9063.5,710
174,75,79,1,0,6964.5,720
174,80,84,1,0,3046.5,581
174,85,999,0,0,1444,392
178,0,4,0,0,840136.5,7694
178,5,9,0,0,814400.5,776
178,10,14,0,0,678969.5,580
178,15,19,0,0,548255.5,833
178,20,24,0,0,458803.5,1058
178,25,29,0,0,407896.5,1199
178,30,34,0,0,382280.5,1451
178,35,39,1,0,337606.5,1816
178,40,44,2,0,293972,2174
178,45,49,3,0,236481.5,2506
178,50,54,3,0,188475.5,2818
178,55,59,2,2,139845.5,3009
178,60,64,4,4,97821.5,3169
178,65,69,3,3,63146,3089
178,70,74,2,0,40276,2952
178,75,79,0,0,23610,2488
178,80,84,0,0,12637,2014
178,85,999,0,0,6118.5,1613
180,0,4,0,0,16703221.5,308202
180,5,9,0,0,13805551.5,54245
180,10,14,15,11,11241701.5,26116
180,15,19,9,4,9282673.5,28923
180,20,24,11,5,7923890,33194
180,25,29,9,4,6485734.5,30918
180,30,34,11,5,5368043,28138
180,35,39,22,10,4247690,26456
180,40,44,38,19,3387100.5,26445
180,45,49,44,24,2907017,28082
180,50,54,48,29,2421323,33688
180,55,59,48,32,1923948.5,37227
180,60,64,50,37,1493968,44423
180,65,69,57,45,1103576.5,50767
180,70,74,60,55,801360,54975
180,75,79,53,51,484022,52135
180,80,84,33,33,229554.5,39090
180,85,999,18,18,96515,27814
188,0,4,0,0,345463,474
188,5,9,0,0,364936,35
188,10,14,0,0,369791.5,78
188,15,19,0,0,380144.5,208
188,20,24,0,1,405079.5,349
188,25,29,1,0,423221,434
188,30,34,2,0,427318.5,522
188,35,39,2,3,391740.5,629
188,40,44,3,2,344019,742
188,45,49,4,1,310738,946
188,50,54,7,1,304794,1327
188,55,59,11,3,284635.5,1981
188,60,64,15,3,230019.5,2652
188,65,69,16,6,175972.5,3185
188,70,74,14,7,133192.5,3891
188,75,79,12,5,92186,4635
188,80,84,10,3,59846,5723
188,85,999,10,7,41434,9246
191,0,4,0,0,184859.5,175
191,5,9,0,0,201043,14
191,10,14,0,0,202041,13
191,15,19,0,0,203136.5,27
191,20,24,0,0,242384,51
191,25,29,0,0,242787.5,70
191,30,34,0,0,264260,92
191,35,39,2,1,285771,167
191,40,44,6,3,279044.5,321
191,45,49,13,7,268425,577
191,50,54,22,11,285789,1090
191,55,59,36,18,297021.5,2082
191,60,64,48,20,301575,3785
191,65,69,52,22,269614.5,6043
191,70,74,42,19,201977,7741
191,75,79,28,14,168881.5,8538
191,80,84,23,14,132223.5,11886
191,85,999,21,12,98917.5,19585
192,0,4,0,0,585875,517
192,5,9,0,0,629805,114
192,10,14,0,0,591381.5,153
192,15,19,0,0,683331.5,255
192,20,24,0,0,704142.5,467
192,25,29,0,0,773455,584
192,30,34,4,0,796697,913
192,35,39,18,0,655799.5,1258
192,40,44,33,7,720773,1925
192,45,49,73,20,974417.5,4065
192,50,54,131,45,1004599.5,6796
192,55,59,172,65,869724.5,10758
192,60,64,154,57,596785.5,12027
192,65,69,131,51,536419.5,15614
192,70,74,118,50,447037,20480
192,75,79,95,46,338336,24001
192,80,84,68,39,215054,24183
192,85,999,62,42,193063,40837
196,0,4,0,0,67350.5,35
196,5,9,0,0,66914,5
196,10,14,0,0,62628,5
196,15,19,0,0,64056.5,6
196,20,24,0,0,75978,13
196,25,29,0,0,100796.5,27
196,30,34,1,0,117231.5,33
196,35,39,2,0,109416.5,57
196,40,44,3,0,93491.5,79
196,45,49,0,0,83902.5,138
196,50,54,4,1,78936.5,220
196,55,59,5,1,73071,346
196,60,64,6,2,64828.5,552
196,65,69,5,1,53804,762
196,70,74,5,1,44749.5,1131
196,75,79,5,0,32997.5,1344
196,80,84,2,1,21710,1538
196,85,999,3,1,16974,2737
203,0,4,0,0,557142,305
203,5,9,0,0,562262.5,49
203,10,14,0,0,552138,53
203,15,19,0,0,473578.5,120
203,20,24,0,0,495159,180
203,25,29,1,0,652382.5,254
203,30,34,2,0,699601,463
203,35,39,10,1,759081,709
203,40,44,33,7,916164,1242
203,45,49,67,24,795039.5,2345
203,50,54,80,34,686076.5,3079
203,55,59,107,49,632615,4986
203,60,64,121,52,667194,7376
203,65,69,155,62,676790.5,13097
203,70,74,153,64,590430.5,20225
203,75,79,114,50,388821.5,22282
203,80,84,64,31,228813.5,20416
203,85,999,48,26,203581.5,36877
204,0,4,0,0,2050580,39017
204,5,9,0,0,1722200,6535
204,10,14,2,0,1492093,3252
204,15,19,3,2,1277555,3748
204,20,24,0,0,1109362,4322
204,25,29,6,3,947959.5,4152
204,30,34,3,0,798854.5,3875
204,35,39,3,1,665282,3786
204,40,44,7,4,535186.5,3873
204,45,49,5,2,444191,3981
204,50,54,5,3,364923,4655
204,55,59,8,1,288068,5141
204,60,64,9,7,214370.5,5962
204,65,69,4,3,153596,6688
204,70,74,12,9,107214,6849
204,75,79,7,6,69625,7058
204,80,84,3,2,33522,5413
204,85,999,3,1,15862,4318
208,0,4,0,0,303398.5,206
208,5,9,0,0,308065,19
208,10,14,0,0,338451.5,20
208,15,19,0,0,344249,56
208,20,24,0,0,381614.5,105
208,25,29,0,0,391864.5,120
208,30,34,1,0,350025.5,139
208,35,39,3,0,328798.5,194
208,40,44,8,1,367350.5,294
208,45,49,19,4,390958,605
208,50,54,34,8,417515.5,1005
208,55,59,57,14,382732.5,1954
