Alpha-3 code,Cancer code,Population code (ISO/UN),Country,Label,Sex,Number,95% UI low,95% UI high,Number,ASR (World),Crude rate,Cumulative risk
N.A.,9,905,905,Northern America,0,9026,-,-,9026,1.8,2.8,0.20
N.A.,9,906,906,Eastern Asia,0,59269,-,-,59269,2.4,4.1,0.29
N.A.,9,910,910,Eastern Africa,0,4036,-,-,4036,1.6,0.88,0.18
N.A.,9,911,911,Middle Africa,0,1192,-,-,1192,1.2,0.64,0.14
N.A.,9,912,912,Northern Africa,0,2842,-,-,2842,1.3,1.2,0.15
N.A.,9,913,913,Southern Africa,0,763,-,-,763,1.3,1.1,0.15
N.A.,9,914,914,Western Africa,0,3071,-,-,3071,1.3,0.74,0.15
N.A.,9,915,915,Caribbean,0,473,-,-,473,0.94,1.2,0.11
N.A.,9,916,916,Central America,0,1230,-,-,1230,0.70,0.70,0.08
N.A.,9,920,920,South-Eastern Asia,0,14671,-,-,14671,2.0,2.3,0.24
N.A.,9,921,921,South Central Asia,0,18857,-,-,18857,0.98,0.95,0.11
N.A.,9,922,922,Western Asia,0,4308,-,-,4308,1.7,1.6,0.19
N.A.,9,923,923,Eastern Europe,0,16986,-,-,16986,3.6,6.6,0.45
N.A.,9,924,924,Northern Europe,0,4081,-,-,4081,2.7,4.4,0.32
N.A.,9,925,925,Southern Europe,0,4456,-,-,4456,1.8,3.5,0.22
N.A.,9,926,926,Western Europe,0,5539,-,-,5539,1.8,3.3,0.22
N.A.,9,927,927,Australia-New Zealand,0,777,-,-,777,1.9,2.9,0.22
N.A.,9,928,928,Melanesia,0,131,-,-,131,1.6,1.2,0.20
N.A.,9,931,931,South America,0,7865,-,-,7865,1.6,1.9,0.19
N.A.,9,954,954,Micronesia,0,18,-,-,18,3.2,3.4,0.40
N.A.,9,957,957,Polynesia,0,9,-,-,9,1.3,1.4,0.17
,,,,Total,,159600,,,159600,1.9,2.2,0.22
