"ISOcode","AgeStart","AgeEnd","Ni","Mi"
20,80,84,1326,69
20,85,999,1517.5,187
24,0,4,6087495.5,89117
24,5,9,5326462.5,7059
24,10,14,4535524.5,4519
24,15,19,3693554.5,5792
24,20,24,2992351.5,6650
24,25,29,2575397.5,6746
24,30,34,2266054,7240
24,35,39,1912316.5,7906
24,40,44,1545472,8487
24,45,49,1241958,9266
24,50,54,1017352,10796
24,55,59,822040,12352
24,60,64,630770.5,14318
24,65,69,433740,14980
24,70,74,270670,14773
24,75,79,165925,14112
24,80,84,80781.5,10628
24,85,999,37163.5,8159
28,0,4,5318,11
28,5,9,5430,1
28,10,14,6495.5,2
28,15,19,6324.5,2
28,20,24,6905,5
28,25,29,7310.5,11
28,30,34,7113,9
28,35,39,6917.5,11
28,40,44,6407.5,16
28,45,49,6357,21
28,50,54,6738,32
28,55,59,6366,46
28,60,64,5197,59
28,65,69,3763,65
28,70,74,2689,74
28,75,79,1700.5,71
28,80,84,967,72
28,85,999,841,124
31,0,4,688108,2394
31,5,9,822180,283
31,10,14,836794.5,244
31,15,19,703787,405
31,20,24,654105,648
31,25,29,843679,769
31,30,34,967531.5,938
31,35,39,866568,1188
31,40,44,729543,1497
31,45,49,609274.5,2205
31,50,54,619689,3716
31,55,59,618078,5963
31,60,64,561089,8553
31,65,69,355458,8504
31,70,74,209302,7982
31,75,79,81966,4865
31,80,84,79834.5,7778
31,85,999,48317,7940
32,0,4,2947672,5439
32,5,9,3710859,737
32,10,14,3672106,948
32,15,19,3489288,2179
32,20,24,3476402,3158
32,25,29,3517290,3674
32,30,34,3399523,4101
32,35,39,3214392,4789
32,40,44,3153271,6917
32,45,49,2830371.5,8792
32,50,54,2396847,12448
32,55,59,2153956.5,17783
32,60,64,1981502.5,26875
32,65,69,1731398,37583
32,70,74,1415320.5,48188
32,75,79,1047637,55207
32,80,84,676678.5,58710
32,85,999,593389.5,101946
36,0,4,1523962,1370
36,5,9,1613876.5,106
36,10,14,1640053,8
36,15,19,1537176.5,8
36,20,24,1637502.5,8
36,25,29,1858854.5,9
36,30,34,1941399,10
36,35,39,1908182.5,10
36,40,44,1720349,28
36,45,49,1637765.5,1152
36,50,54,1660551,3236
36,55,59,1547392,9317
36,60,64,1500094,19781
36,65,69,1315491.5,12241
36,70,74,1155308,19576
36,75,79,877684.5,22542
36,80,84,567841,29628
36,85,999,557501.5,85705
40,0,4,432137.5,317
40,5,9,441266.5,36
40,10,14,427028.5,33
40,15,19,439894,135
40,20,24,488185.5,198
40,25,29,588769,249
40,30,34,630688,384
40,35,39,620081,476
40,40,44,596560,628
40,45,49,589350,1049
40,50,54,682142.5,1860
40,55,59,712128,3155
40,60,64,622569.5,4597
40,65,69,493921.5,6276
40,70,74,418525.5,9109
40,75,79,332743,10823
40,80,84,309708,15891
40,85,999,238979,41378
44,0,4,21884.5,56
44,5,9,24843.5,5
44,10,14,27815.5,5
44,15,19,27943.5,26
44,20,24,29338.5,50
44,25,29,33365.5,62
44,30,34,32163.5,79
44,35,39,28960.5,95
44,40,44,27358.5,112
44,45,49,27453,145
44,50,54,27630.5,194
44,55,59,24924,231
44,60,64,19126,223
44,65,69,14070.5,331
44,70,74,10968.5,338
44,75,79,9340.5,436
44,80,84,5892.5,432
44,85,999,4459.5,582
48,0,4,95927,130
48,5,9,103321,21
48,10,14,93320,18
48,15,19,88548.5,34
48,20,24,115525.5,57
48,25,29,164481.5,80
48,30,34,200035,99
48,35,39,189605.5,97
48,40,44,146249,109
48,45,49,106317.5,146
48,50,54,76240,172
48,55,59,59196,239
48,60,64,41037.5,302
48,65,69,24981.5,323
48,70,74,12212.5,281
48,75,79,8084,312
48,80,84,4871,324
48,85,999,3506,467
50,0,4,16290933.5,99644
50,5,9,15731965.5,8677
50,10,14,16709288.5,7161
50,15,19,17136306.5,24945
50,20,24,15767602.5,12913
50,25,29,14851325,13818
50,30,34,12592453,11543
50,35,39,12834803.5,15809
50,40,44,10321258,21337
50,45,49,8499485.5,31397
50,50,54,7261302,46409
50,55,59,6043424,60587
50,60,64,4952719.5,65320
50,65,69,3998047.5,81020
50,70,74,2830641,93932
50,75,79,1917249.5,96099
50,80,84,1045673,79984
50,85,999,600419.5,82595
51,0,4,176876,355
51,5,9,198151,26
51,10,14,197188.5,27
51,15,19,171509,58
51,20,24,167725.5,91
51,25,29,196310,115
51,30,34,245772.5,197
51,35,39,231337,271
51,40,44,204150.5,486
51,45,49,170078,730
51,50,54,162896.5,1157
51,55,59,184555.5,1856
51,60,64,202255,2987
51,65,69,150095.5,3528
51,70,74,99249.5,3760
51,75,79,44808.5,2759
51,80,84,46932.5,5050
51,85,999,30983.5,6111
52,0,4,15871.5,34
52,5,9,16292.5,2
52,10,14,17878,4
52,15,19,18016,8
52,20,24,18866.5,13
52,25,29,17895.5,16
52,30,34,18718.5,22
52,35,39,18989,33
52,40,44,18382,46
52,45,49,19182.5,67
52,50,54,19387,97
52,55,59,19666.5,144
52,60,64,18852,208
52,65,69,16089,295
52,70,74,11939.5,377
52,75,79,8146.5,477
52,80,84,4705.5,510
52,85,999,3440,781
56,0,4,593583.5,495
56,5,9,645118,58
56,10,14,685654,62
56,15,19,655179.5,172
56,20,24,670129,242
56,25,29,722057,336
56,30,34,770372.5,431
56,35,39,747838.5,632
56,40,44,763640.5,1035
56,45,49,742333,1525
56,50,54,785609.5,2402
56,55,59,804462.5,3669
56,60,64,754581.5,5836
56,65,69,654032.5,8653
56,70,74,563123.5,12485
56,75,79,436594,14605
56,80,84,303285.5,17297
56,85,999,344225.5,49895
60,0,4,2766.5,1
60,5,9,3034,0
60,10,14,3346.5,0
60,15,19,3293.5,1
60,20,24,3448,2
60,25,29,3303.5,2
60,30,34,3583.5,2
60,35,39,4336,4
60,40,44,4605,6
60,45,49,4713.5,9
60,50,54,4968.5,16
60,55,59,5197,26
60,60,64,5111.5,38
60,65,69,4252,48
60,70,74,3294.5,59
60,75,79,2450.5,73
60,80,84,1549.5,83
60,85,999,1495,198
64,0,4,48411,234
64,5,9,58769.5,23
64,10,14,64924.5,22
64,15,19,70744,44
64,20,24,72475.5,63
64,25,29,78277.5,73
64,30,34,81755,90
64,35,39,68320.5,99
64,40,44,57181.5,125
64,45,49,43125.5,155
64,50,54,35749.5,209
64,55,59,29082,278
64,60,64,23324.5,360
64,65,69,18949.5,482
64,70,74,12847,551
64,75,79,8671.5,625
64,80,84,5050.5,613
64,85,999,3255.5,752
68,0,4,1248895,11099
68,5,9,1227829,1769
68,10,14,1206630,1030
68,15,19,1158042,1401
68,20,24,1112110.5,1988
68,25,29,1055034.5,2298
68,30,34,971025.5,2545
68,35,39,831901,2883
68,40,44,716816.5,3360
68,45,49,612934.5,4042
68,50,54,515517.5,4855
68,55,59,423370.5,6009
68,60,64,335330.5,7051
68,65,69,248355.5,8116
68,70,74,175835,8794
68,75,79,123090.5,8999
68,80,84,66475.5,7467
68,85,999,47960.5,9061
70,0,4,133776.5,151
70,5,9,139109,4
70,10,14,155805,19
70,15,19,168050,66
70,20,24,175986,75
70,25,29,156816,96
70,30,34,178018,107
70,35,39,215993,198
70,40,44,250170.5,412
70,45,49,240932.5,700
70,50,54,212230,1038
70,55,59,245330,2180
70,60,64,256267.5,3810
70,65,69,229326,5423
70,70,74,173940,6404
70,75,79,105721.5,6013
70,80,84,87981,7495
70,85,999,79349.5,10835
72,0,4,289053.5,2395
72,5,9,257192.5,204
72,10,14,244845.5,156
72,15,19,249772,277
72,20,24,247486,395
72,25,29,253221.5,485
72,30,34,210819.5,504
72,35,39,163542.5,524
72,40,44,124896.5,554
72,45,49,102294,642
72,50,54,85955,787
72,55,59,68073.5,901
72,60,64,48068,978
72,65,69,36839.5,1133
72,70,74,27497.5,1259
72,75,79,15652.5,1087
72,80,84,9011.5,935
72,85,999,5670.5,999
76,0,4,13628418.5,37481
76,5,9,14336110.5,2423
76,10,14,14522576,3234
76,15,19,15276880.5,15661
76,20,24,16336263.5,24845
76,25,29,16318409,25298
76,30,34,16383995,28600
76,35,39,16920603.5,37901
76,40,44,16103032,48583
76,45,49,14240084,59696
76,50,54,12675564,77386
76,55,59,11793104.5,102959
76,60,64,10211212.5,130209
76,65,69,8038445,150046
76,70,74,5883665,162253
76,75,79,3772704.5,179809
76,80,84,2301760.5,192846
76,85,999,1563586,306351
84,0,4,36378.5,77
84,5,9,38101.5,10
84,10,14,36718,11
84,15,19,38952,21
84,20,24,39579,32
84,25,29,37800.5,43
84,30,34,34707,52
84,35,39,30076,64
84,40,44,25223,87
84,45,49,21708,122
84,50,54,18381,158
84,55,59,14720,191
84,60,64,11426.5,228
84,65,69,7855.5,224
84,70,74,5182,225
84,75,79,3015.5,196
84,80,84,1776.5,191
84,85,999,1132.5,245
90,0,4,103127,389
90,5,9,100924,72
90,10,14,90746,53
90,15,19,80126,82
90,20,24,71633.5,103
90,25,29,58993,92
90,30,34,52837.5,96
90,35,39,49860.5,117
90,40,44,42483,141
90,45,49,36574.5,185
90,50,54,28874.5,225
90,55,59,21228,258
90,60,64,15316,294
90,65,69,11262,349
90,70,74,7900.5,396
90,75,79,4587.5,381
90,80,84,2855,393
90,85,999,1737.5,431
92,0,4,1619.5,4
92,5,9,2046.5,0
92,10,14,2422.5,0
92,15,19,2373,1
92,20,24,2372,1
92,25,29,2777.5,1
92,30,34,3242,2
92,35,39,3768,3
92,40,44,3849,5
92,45,49,3264.5,7
92,50,54,2850,10
92,55,59,2375.5,15
92,60,64,1965,21
92,65,69,1374,25
92,70,74,938.5,30
92,75,79,586,32
92,80,84,285,27
92,85,999,210.5,43
96,0,4,31645.5,61
96,5,9,33279.5,7
96,10,14,31530.5,7
96,15,19,33327.5,21
96,20,24,37506,32
96,25,29,41419.5,37
96,30,34,41678,45
96,35,39,39873.5,62
96,40,44,37043,124
96,45,49,32570.5,208
96,50,54,27964.5,269
96,55,59,21724,290
96,60,64,17566.5,308
96,65,69,12446.5,299
96,70,74,7818.5,274
96,75,79,4016,233
96,80,84,2540.5,258
96,85,999,1419.5,453
100,0,4,308423,421
100,5,9,333834.5,58
100,10,14,350170.5,74
100,15,19,323764,166
100,20,24,309822,212
100,25,29,333769,266
100,30,34,454035.5,479
100,35,39,479384,840
100,40,44,503221,1327
100,45,49,538664,2516
100,50,54,503902,3728
100,55,59,449116.5,5410
100,60,64,456730,8488
100,65,69,445091.5,11938
100,70,74,411387,15801
100,75,79,300017,17382
100,80,84,184590.5,17868
100,85,999,139942,28546
104,0,4,4463439,37381
104,5,9,4443035,4894
104,10,14,4386553.5,3929
104,15,19,4478440,7328
104,20,24,4494784,11422
104,25,29,4395183.5,11946
104,30,34,4188612.5,12444
104,35,39,4177082.5,14996
104,40,44,3790574.5,17766
104,45,49,3421905,22487
104,50,54,3061456.5,29150
104,55,59,2627923.5,37152
104,60,64,2130857,45847
104,65,69,1619429,54274
104,70,74,1060285.5,56477
104,75,79,581212.5,50240
104,80,84,295070.5,41424
104,85,999,140943.5,34313
108,0,4,2148639.5,22977
108,5,9,2097257,7274
108,10,14,1880328.5,3889
108,15,19,1449047,4014
108,20,24,1062521,4036
108,25,29,906202.5,3737
108,30,34,875798,4020
108,35,39,798490,4246
108,40,44,629365,4191
108,45,49,427470.5,3479
108,50,54,309086.5,3470
108,55,59,225130,3347
108,60,64,180619.5,4014
108,65,69,145699,4976
108,70,74,95690.5,5069
108,75,79,52864,4455
108,80,84,25967.5,3483
108,85,999,10921.5,2527
112,0,4,428276,200
112,5,9,584710.5,56
112,10,14,542781,75
112,15,19,445863,160
112,20,24,438140,217
112,25,29,513354.5,393
112,30,34,706954.5,1012
112,35,39,759693,1692
112,40,44,677044,2472
112,45,49,633590,3565
112,50,54,610268,5199
112,55,59,635283,7896
112,60,64,683073,12233
112,65,69,543876.5,12895
112,70,74,419267.5,13514
112,75,79,205530.5,11539
112,80,84,201919.5,18242
112,85,999,143612.5,30145
116,0,4,1824962.5,8742
116,5,9,1736583.5,2276
116,10,14,1677138.5,1565
116,15,19,1573309.5,2449
116,20,24,1364832.5,3028
116,25,29,1378132.5,3299
116,30,34,1425897.5,3702
116,35,39,1326247.5,3884
116,40,44,1130119,4309
116,45,49,750291,3647
116,50,54,768368.5,5628
116,55,59,687603,6756
116,60,64,566222.5,8671
116,65,69,413077,10132
116,70,74,284714.5,11465
116,75,79,164604,11019
116,80,84,86712,9662
116,85,999,42908,8541
120,0,4,4344471,65644
120,5,9,3856846.5,6261
120,10,14,3420529,3997
120,15,19,2954957,5192
120,20,24,2474170.5,6246
120,25,29,2160326.5,6584
120,30,34,1907685,7190
120,35,39,1600946,7890
120,40,44,1299383.5,8501
120,45,49,1020701,8953
120,50,54,793300,9659
120,55,59,588866.5,9840
120,60,64,447048,11019
120,65,69,323131.5,12178
120,70,74,211457,12815
120,75,79,132292.5,12623
120,80,84,66051.5,9749
120,85,999,30608.5,7687
124,0,4,1888613.5,1774
124,5,9,2037981,148
124,10,14,2109299,198
124,15,19,2091685.5,665
124,20,24,2463508,1270
124,25,29,2686883.5,1838
124,30,34,2761665.5,2478
124,35,39,2706776,3336
124,40,44,2574501.5,4007
124,45,49,2415115,5350
124,50,54,2439833.5,8574
124,55,59,2652412.5,16689
124,60,64,2639948,25453
124,65,69,2309029.5,26099
124,70,74,1880176,34679
124,75,79,1378423,39973
124,80,84,879633,44757
124,85,999,905775,120436
132,0,4,42610.5,85
132,5,9,49201,8
132,10,14,49426,6
132,15,19,46653.5,13
132,20,24,41599,30
132,25,29,46415.5,37
132,30,34,47548.5,46
132,35,39,41218,87
132,40,44,33112.5,81
132,45,49,25978,105
132,50,54,23181,127
132,55,59,22065,165
132,60,64,17839.5,166
132,65,69,12314,197
132,70,74,8949.5,284
132,75,79,5471.5,324
132,80,84,3655,372
132,85,999,2503,468
136,0,4,4028.5,1
136,5,9,3738.5,0
136,10,14,3942,1
136,15,19,3480,2
136,20,24,3725.5,4
136,25,29,5378,6
136,30,34,6619.5,9
136,35,39,6989,12
136,40,44,6864,16
136,45,49,6520,22
136,50,54,6003.5,28
136,55,59,4970,32
136,60,64,3507,32
136,65,69,2343,29
136,70,74,1501,29
136,75,79,951.5,29
136,80,84,537,30
136,85,999,493.5,63
140,0,4,934537,94165
140,5,9,825701,21163
140,10,14,748774,10606
140,15,19,634278,18985
140,20,24,508670,27770
140,25,29,361793,20703
140,30,34,251725.5,12917
140,35,39,179207.5,9371
140,40,44,137131,7804
140,45,49,113226,7384
140,50,54,113989,8453
140,55,59,99306,9074
140,60,64,80415,9745
140,65,69,56530.5,9502
140,70,74,31260,6955
140,75,79,14300.5,3364
140,80,84,5666,2067
140,85,999,1529.5,1008
144,0,4,1647731,2135
144,5,9,1734772,216
144,10,14,1798820,250
144,15,19,1794252.5,474
144,20,24,1667941.5,726
144,25,29,1652090.5,869
144,30,34,1565618.5,1074
144,35,39,1576177.5,1638
144,40,44,1649818.5,2898
144,45,49,1411731.5,4055
144,50,54,1336928,6215
144,55,59,1251499,9186
144,60,64,1148409.5,13547
144,65,69,959325.5,18436
144,70,74,758972,24050
144,75,79,478297.5,24545
144,80,84,245556,21370
144,85,999,157024,27328
148,0,4,3431648,79610
148,5,9,2887361,19742
148,10,14,2429494,9100
148,15,19,2002058,8900
148,20,24,1637422.5,9711
148,25,29,1343176.5,8745
148,30,34,1081071.5,7728
148,35,39,863343.5,6986
148,40,44,708539,6766
148,45,49,610168.5,6774
148,50,54,472997.5,6772
148,55,59,354498,6708
148,60,64,254186.5,6986
148,65,69,173264,7194
148,70,74,108121.5,6980
148,75,79,57942,5811
148,80,84,27811.5,4320
148,85,999,12212,3143
152,0,4,1021264.5,1035
152,5,9,1217629,171
152,10,14,1233248,187
152,15,19,1211543,505
152,20,24,1395580,1022
152,25,29,1589137.5,1329
152,30,34,1634354.5,1767
152,35,39,1497425.5,1953
152,40,44,1376981.5,2611
152,45,49,1310065.5,3622
152,50,54,1260079,5387
152,55,59,1170277,7975
152,60,64,1034882,10732
152,65,69,863341.5,12873
152,70,74,675289.5,15225
152,75,79,451383,17767
152,80,84,296178,20873
152,85,999,314377.5,43047
156,0,4,65606014,72370
156,5,9,90500949,22654
156,10,14,87909429,23674
156,15,19,80171426.5,27038
156,20,24,80852780.5,44220
156,25,29,89704202,64666
156,30,34,118128097,99605
156,35,39,109430574.5,107419
156,40,44,95819838.5,141324
156,45,49,104901929.5,242408
156,50,54,122960963.5,488952
156,55,59,113599176.5,673844
156,60,64,69176933,734215
156,65,69,75962979.5,1274663
156,70,74,54531187.5,1461124
156,75,79,31736600.5,1416101
156,80,84,19798118.5,1607203
156,85,999,14388369.5,2497251
158,0,4,828589,626
158,5,9,1054657.5,91
158,10,14,971455.5,102
158,15,19,1072779,335
158,20,24,1316829.5,552
158,25,29,1541209,633
158,30,34,1595501.5,1047
158,35,39,1741671,1894
158,40,44,2007254,4158
158,45,49,1811413,6537
158,50,54,1802712.5,9761
158,55,59,1833221,12472
158,60,64,1735722,14528
158,65,69,1507935.5,17073
158,70,74,1090085.5,19764
158,75,79,595951,18341
158,80,84,472712,27899
158,85,999,440412.5,74953
170,0,4,3543741.5,8822
170,5,9,3529821.5,919
170,10,14,3767233.5,1267
170,15,19,4090937.5,4066
170,20,24,4434691,6584
170,25,29,4576470.5,7064
170,30,34,4280871.5,6891
170,35,39,3911341.5,7098
170,40,44,3570438,8031
170,45,49,3183638.5,9224
170,50,54,2988609,12345
170,55,59,2823830,17425
170,60,64,2376512.5,23418
170,65,69,1806963.5,28068
170,70,74,1275621.5,32181
170,75,79,835125.5,36518
170,80,84,454530.5,38335
170,85,999,287566,55999
174,0,4,113418,1161
174,5,9,105183,102
174,10,14,96043.5,73
174,15,19,84663,122
174,20,24,75992.5,144
174,25,29,59892,118
174,30,34,57078.5,131
174,35,39,51520,156
174,40,44,45718,193
174,45,49,36579.5,229
174,50,54,29597,280
174,55,59,23343.5,333
174,60,64,17994,401
174,65,69,14069.5,493
174,70,74,10437.5,592
174,75,79,7547.5,691
174,80,84,3658.5,519
174,85,999,1452.5,349
175,0,4,48010,121
175,5,9,44809.5,10
175,10,14,40818,8
175,15,19,30516.5,14
175,20,24,19722.5,11
175,25,29,20342,12
175,30,34,20887,15
175,35,39,20268,25
175,40,44,17022,34
175,45,49,13701.5,48
175,50,54,8911.5,50
175,55,59,7214.5,63
175,60,64,5005,71
175,65,69,3444.5,79
175,70,74,1948,72
175,75,79,1373,83
175,80,84,797.5,81
175,85,999,477.5,96
178,0,4,875680,7582
178,5,9,839345.5,766
178,10,14,774842.5,584
178,15,19,617780,829
178,20,24,500529,1034
178,25,29,432358.5,1157
178,30,34,389514.5,1372
178,35,39,357227,1730
178,40,44,315915,2097
178,45,49,266682.5,2430
178,50,54,212238.5,2691
178,55,59,163980.5,2843
178,60,64,117018.5,2939
178,65,69,77104,2875
178,70,74,47285,2757
178,75,79,26845,2419
178,80,84,13998,1952
178,85,999,6760,1598
180,0,4,18753273,313252
180,5,9,15561649,55786
180,10,14,12902486.5,27044
180,15,19,10593110,29914
180,20,24,8899426,34584
180,25,29,7563285,32214
180,30,34,6103689.5,28849
180,35,39,4939629,26922
180,40,44,3888134.5,26529
180,45,49,3226403.5,26888
180,50,54,2775283,31792
180,55,59,2276284,34447
180,60,64,1774776,40005
180,65,69,1300942,45116
180,70,74,890954,48777
180,75,79,564900.5,48507
180,80,84,269939.5,36873
180,85,999,112803,26909
184,0,4,1063,1
184,5,9,1240,0
184,10,14,1378.5,0
184,15,19,1161.5,1
184,20,24,820,1
184,25,29,796.5,1
184,30,34,882,1
184,35,39,906.5,2
184,40,44,875,2
184,45,49,942,4
184,50,54,1003.5,7
184,55,59,1026,10
184,60,64,856,13
184,65,69,617,14
184,70,74,492,17
184,75,79,343,19
184,80,84,203,18
184,85,999,118,20
188,0,4,299560,417
188,5,9,347558,44
188,10,14,361085.5,76
188,15,19,359881,223
188,20,24,391472.5,414
188,25,29,405269,500
188,30,34,414784.5,599
188,35,39,405645.5,627
188,40,44,361195.5,711
188,45,49,316448,806
188,50,54,297054,1139
188,55,59,292272,1596
188,60,64,257227.5,2171
188,65,69,197725.5,2491
188,70,74,148825,2841
188,75,79,104269.5,3710
188,80,84,65928,4300
188,85,999,55563.5,8366
191,0,4,170181,158
191,5,9,181936,16
191,10,14,206624,18
191,15,19,197889,58
191,20,24,202679.5,86
191,25,29,210403.5,105
191,30,34,221267,123
191,35,39,254785.5,223
191,40,44,274481.5,434
191,45,49,268727.5,662
191,50,54,266039,1081
191,55,59,284721,1957
191,60,64,288809,3307
191,65,69,277460,5225
191,70,74,225955.5,6902
191,75,79,150609,7446
191,80,84,120787.5,9658
191,85,999,103671.5,15893
192,0,4,522168,595
192,5,9,594944.5,106
192,10,14,616735.5,122
192,15,19,604870.5,228
192,20,24,687223,360
192,25,29,674798.5,396
192,30,34,796317,634
192,35,39,731605.5,880
192,40,44,607453.5,1105
192,45,49,825007.5,2491
192,50,54,975936.5,4900
192,55,59,976487.5,8201
192,60,64,690429,9218
192,65,69,538170.5,11093
192,70,74,449781,13675
192,75,79,349313,15921
192,80,84,228916.5,16266
192,85,999,189662.5,27567
196,0,4,73523.5,76
196,5,9,71989.5,9
196,10,14,67949,10
196,15,19,66036,12
196,20,24,76584.5,31
196,25,29,98293,33
196,30,34,125118,49
196,35,39,127086.5,67
196,40,44,110924.5,98
196,45,49,92590.5,159
196,50,54,85318.5,207
196,55,59,77515.5,334
196,60,64,71011.5,532
196,65,69,58672.5,774
196,70,74,48347,1178
196,75,79,36555.5,1495
196,80,84,24144.5,1779
196,85,999,19710,3399
203,0,4,559093.5,294
203,5,9,559665.5,52
203,10,14,583373,61
203,15,19,530630,147
203,20,24,508623.5,227
203,25,29,586537.5,287
203,30,34,703867.5,452
203,35,39,724887.5,668
203,40,44,823004,1113
203,45,49,914682.5,2053
203,50,54,715775,2717
203,55,59,678337.5,4229
203,60,64,594773,6454
203,65,69,654697.5,10935
203,70,74,613416.5,16089
203,75,79,460401.5,18933
203,80,84,260839,18113
203,85,999,200608.5,34525
204,0,4,2154968,37823
204,5,9,1957322,7804
204,10,14,1683298.5,3856
204,15,19,1453222,4377
204,20,24,1236639.5,5022
204,25,29,1073106,4785
204,30,34,905375,4442
204,35,39,765456,4251
204,40,44,622362.5,4196
204,45,49,500435.5,4036
204,50,54,410199.5,4519
204,55,59,328863.5,4834
204,60,64,246863.5,5441
204,65,69,174379.5,5960
204,70,74,118432,6441
204,75,79,75046.5,6448
204,80,84,37009.5,5033
204,85,999,16521.5,3850
208,0,4,311033.5,213
208,5,9,304242,15
208,10,14,331331,22
208,15,19,345819.5,60
208,20,24,375400,118
208,25,29,407812.5,121
208,30,34,387139,179
208,35,39,340251.5,208
208,40,44,346024,360
208,45,49,385940.5,594
208,50,54,391939,1054
208,55,59,416942,1872
208,60,64,354793,2782
208,65,69,324013,4477
208,70,74,302647.5,6364
208,75,79,279683.5,9615
208,80,84,164924.5,10064
208,85,999,132967.5,21276
212,0,4,3706,24
212,5,9,4163,2
212,10,14,4355.5,2
212,15,19,4344,3
212,20,24,4671.5,5
212,25,29,5393,6
212,30,34,5458,7
212,35,39,5026,9
212,40,44,4176.5,11
212,45,49,4064.5,17
212,50,54,4809.5,32
212,55,59,4452.5,47
212,60,64,3796,67
212,65,69,2919.5,83
212,70,74,2127.5,101
212,75,79,1513,119
212,80,84,996.5,125
212,85,999,854,205
214,0,4,1013118,6641
214,5,9,1022824.5,156
214,10,14,1017914,211
214,15,19,974611.5,681
214,20,24,964656,1232
214,25,29,932270,1380
214,30,34,870248.5,1541
214,35,39,776065,1594
214,40,44,705019,2040
214,45,49,639051,2467
214,50,54,562514,3241
214,55,59,503844,4361
214,60,64,430199.5,5028
214,65,69,326851.5,6143
214,70,74,215448.5,6607
214,75,79,128906,6359
214,80,84,78689.5,6183
214,85,999,68503,10387
218,0,4,1431213.5,3381
218,5,9,1500220,426
218,10,14,1616644.5,568
218,15,19,1568949.5,1324
218,20,24,1569970.5,2136
218,25,29,1533557.5,2315
218,30,34,1433852,2403
218,35,39,1317304,2557
218,40,44,1168659.5,2876
218,45,49,1022250,3397
218,50,54,889028,4260
218,55,59,753570,5691
218,60,64,619430.5,7011
218,65,69,498612,8007
218,70,74,383582,9585
218,75,79,255996,9844
218,80,84,154318,12270
218,85,999,106739.5,17530
222,0,4,499909,1199
222,5,9,545244.5,169
222,10,14,563679.5,196
222,15,19,569980,667
222,20,24,642406,1041
222,25,29,613422,1263
222,30,34,491163,1379
222,35,39,385402.5,1518
222,40,44,369843.5,1806
222,45,49,336497,2056
222,50,54,301046.5,2557
222,55,59,257626,3054
222,60,64,210364,3411
222,65,69,169372,3856
222,70,74,134467.5,4543
222,75,79,95412,5517
222,80,84,59664,5889
222,85,999,34820,6723
226,0,4,249817.5,3957
226,5,9,228659,337
226,10,14,201065.5,218
226,15,19,165539,274
226,20,24,137114,321
226,25,29,136149,373
226,30,34,142909,477
226,35,39,129394,554
226,40,44,102175,580
226,45,49,83500,643
226,50,54,66914.5,730
226,55,59,55056,850
226,60,64,40911,947
226,65,69,28579,1015
226,70,74,18233,1014
226,75,79,9837,866
226,80,84,5157,701
226,85,999,2535.5,597
231,0,4,18673389.5,186145
231,5,9,16063479,32256
231,10,14,15047969.5,19533
231,15,19,14176948.5,28070
231,20,24,12499314.5,35347
231,25,29,10716437.5,32816
231,30,34,8670616.5,28626
231,35,39,6601774.5,24414
231,40,44,5444002,25668
231,45,49,4472067.5,26079
