Alpha-3 code,Cancer code,Population code (ISO/UN),Country,Label,Sex,Number,95% UI low,95% UI high,Number,ASR (World),Crude rate,Cumulative risk
N.A.,8,905,905,Northern America,0,1187,-,-,1187,0.71,0.84,0.02
N.A.,8,906,906,Eastern Asia,0,1839,-,-,1839,0.29,0.34,0.01
N.A.,8,910,910,Eastern Africa,0,622,-,-,622,0.21,0.19,0.01
N.A.,8,911,911,Middle Africa,0,253,-,-,253,0.22,0.19,0.01
N.A.,8,912,912,Northern Africa,0,476,-,-,476,0.34,0.33,0.01
N.A.,8,913,913,Southern Africa,0,74,-,-,74,0.18,0.20,0.01
N.A.,8,914,914,Western Africa,0,235,-,-,235,0.09,0.08,0.00
N.A.,8,915,915,Caribbean,0,66,-,-,66,0.29,0.32,0.01
N.A.,8,916,916,Central America,0,259,-,-,259,0.24,0.27,0.01
N.A.,8,920,920,South-Eastern Asia,0,1192,-,-,1192,0.32,0.36,0.01
N.A.,8,921,921,South Central Asia,0,1581,-,-,1581,0.13,0.14,0.00
N.A.,8,922,922,Western Asia,0,533,-,-,533,0.33,0.35,0.01
N.A.,8,923,923,Eastern Europe,0,291,-,-,291,0.29,0.31,0.01
N.A.,8,924,924,Northern Europe,0,202,-,-,202,0.48,0.54,0.02
N.A.,8,925,925,Southern Europe,0,175,-,-,175,0.34,0.40,0.01
N.A.,8,926,926,Western Europe,0,378,-,-,378,0.52,0.60,0.02
N.A.,8,927,927,Australia-New Zealand,0,363,-,-,363,2.8,3.1,0.09
N.A.,8,928,928,Melanesia,0,5,-,-,5,0.07,0.07,0.00
N.A.,8,931,931,South America,0,759,-,-,759,0.32,0.38,0.01
N.A.,8,954,954,Micronesia,0,0,-,-,0,0.00,0.00,0.00
N.A.,8,957,957,Polynesia,0,0,-,-,0,0.00,0.00,0.00
,,,,Total,,10490,,,10490,0.26,0.28,0.01
