Alpha-3 code,Cancer code,Population code (ISO/UN),Country,Label,Sex,Number,95% UI low,95% UI high,Number,ASR (World),Crude rate,Cumulative risk
N.A.,8,905,905,Northern America,0,107944,-,-,107944,16.4,29.5,3.2
N.A.,8,906,906,Eastern Asia,0,345932,-,-,345932,11.3,21.7,2.6
N.A.,8,910,910,Eastern Africa,0,9565,-,-,9565,3.8,2.0,0.73
N.A.,8,911,911,Middle Africa,0,2357,-,-,2357,2.3,1.2,0.43
N.A.,8,912,912,Northern Africa,0,13073,-,-,13073,5.7,5.2,1.1
N.A.,8,913,913,Southern Africa,0,3675,-,-,3675,6.1,5.3,1.5
N.A.,8,914,914,Western Africa,0,6726,-,-,6726,3.0,1.6,0.62
N.A.,8,915,915,Caribbean,0,8066,-,-,8066,12.8,18.6,3.2
N.A.,8,916,916,Central America,0,14283,-,-,14283,7.4,7.8,1.6
N.A.,8,920,920,South-Eastern Asia,0,57737,-,-,57737,7.5,8.5,1.6
N.A.,8,921,921,South Central Asia,0,55019,-,-,55019,2.8,2.7,0.55
N.A.,8,922,922,Western Asia,0,25385,-,-,25385,9.5,8.9,2.1
N.A.,8,923,923,Eastern Europe,0,100426,-,-,100426,17.0,35.1,3.8
N.A.,8,924,924,Northern Europe,0,43601,-,-,43601,18.4,41.8,4.5
N.A.,8,925,925,Southern Europe,0,72429,-,-,72429,19.3,49.5,4.7
N.A.,8,926,926,Western Europe,0,77686,-,-,77686,16.3,40.8,4.1
N.A.,8,927,927,Australia-New Zealand,0,11869,-,-,11869,21.1,39.2,4.7
N.A.,8,928,928,Melanesia,0,381,-,-,381,4.8,3.3,1.2
N.A.,8,931,931,South America,0,63407,-,-,63407,11.0,14.6,2.6
N.A.,8,954,954,Micronesia,0,57,-,-,57,9.5,10.2,2.6
N.A.,8,957,957,Polynesia,0,69,-,-,69,8.9,10.0,2.1
,,,,Total,,1019687,,,1019687,9.9,13.1,2.4
