"ISOcode","AgeStart","AgeEnd","Ri","Di","Ni","Mi"
44,80,84,0,1,3584.5,278
44,85,999,2,0,2667,385
48,0,4,0,0,105256.5,143
48,5,9,0,0,102991.5,10
48,10,14,0,0,91610,9
48,15,19,0,0,79427.5,18
48,20,24,0,0,104950.5,30
48,25,29,0,0,170123,50
48,30,34,2,0,210320,73
48,35,39,4,1,179912,90
48,40,44,2,2,134453,110
48,45,49,4,1,100554,149
48,50,54,9,3,76982,205
48,55,59,7,1,56664,263
48,60,64,9,4,36893,294
48,65,69,7,3,20406,280
48,70,74,4,3,10514,255
48,75,79,2,1,6499,287
48,80,84,2,2,4166,328
48,85,999,0,2,2466.5,415
50,0,4,0,0,14628789.5,93137
50,5,9,0,0,14790539,6552
50,10,14,3,1,16191685.5,6213
50,15,19,8,5,16843468.5,12200
50,20,24,92,52,15740515,14456
50,25,29,122,87,14551720.5,14310
50,30,34,153,86,13390655.5,19445
50,35,39,161,83,12045792.5,22234
50,40,44,194,80,10425867,26650
50,45,49,220,120,9161647,35153
50,50,54,254,152,7486313.5,42244
50,55,59,279,171,6152197,51073
50,60,64,263,155,5096544,71789
50,65,69,215,119,3684887,81269
50,70,74,201,116,2402060,96382
50,75,79,193,121,1575539,102066
50,80,84,140,94,876000.5,90126
50,85,999,116,84,472001,89629
51,0,4,0,0,198062,426
51,5,9,0,0,202708,16
51,10,14,0,0,171937,18
51,15,19,0,0,159973.5,42
51,20,24,0,0,182816.5,71
51,25,29,0,0,257908.5,135
51,30,34,2,0,252568.5,210
51,35,39,1,1,201605.5,258
51,40,44,1,0,157286,346
51,45,49,4,2,147960.5,523
51,50,54,10,5,158476,884
51,55,59,22,10,206387,1859
51,60,64,40,19,183756.5,2694
51,65,69,53,23,128546,2948
51,70,74,49,29,71673.5,2621
51,75,79,28,20,51319,3289
51,80,84,25,19,54004.5,5113
51,85,999,16,16,33613,5918
52,0,4,0,0,15153,39
52,5,9,0,0,16045.5,0
52,10,14,0,0,18127,5
52,15,19,0,0,18828,10
52,20,24,0,0,18097.5,12
52,25,29,0,0,18976.5,16
52,30,34,0,0,18280.5,27
52,35,39,0,0,18936.5,33
52,40,44,1,0,18733.5,39
52,45,49,4,1,20019.5,71
52,50,54,7,1,19689.5,98
52,55,59,3,1,20122,133
52,60,64,5,4,18197,147
52,65,69,2,2,14352,217
52,70,74,6,5,10925,205
52,75,79,4,3,7526,314
52,80,84,6,3,4895.5,484
52,85,999,4,4,3275,644
56,0,4,0,0,612587,487
56,5,9,0,0,666072.5,46
56,10,14,0,0,663669.5,55
56,15,19,0,0,635320,144
56,20,24,2,0,672541.5,227
56,25,29,5,0,748455.5,305
56,30,34,5,2,745306.5,406
56,35,39,13,2,755017.5,579
56,40,44,35,6,736233.5,856
56,45,49,64,13,775156.5,1452
56,50,54,124,27,797920.5,2396
56,55,59,212,46,796121,3669
56,60,64,289,64,717803,5648
56,65,69,321,89,620186,7483
56,70,74,335,128,539917.5,10221
56,75,79,292,144,374599.5,11312
56,80,84,216,147,320995,16973
56,85,999,241,213,332665.5,46861
64,0,4,0,0,54713,289
64,5,9,0,0,64112.5,31
64,10,14,0,0,67691.5,28
64,15,19,0,0,72596.5,53
64,20,24,0,0,74843.5,78
64,25,29,0,0,83023,94
64,30,34,0,0,74844.5,100
64,35,39,1,1,61321.5,106
64,40,44,1,1,49046,124
64,45,49,1,1,38034,156
64,50,54,1,1,32943.5,214
64,55,59,3,2,26232.5,277
64,60,64,2,2,22392.5,378
64,65,69,2,1,16754,462
64,70,74,2,2,11888,550
64,75,79,2,1,8437,647
64,80,84,1,1,5099,655
64,85,999,1,1,3486.5,841
68,0,4,0,0,1269555,9956
68,5,9,0,0,1250583.5,1087
68,10,14,0,0,1214252.5,831
68,15,19,0,0,1156808.5,1498
68,20,24,0,0,1102747,1885
68,25,29,1,0,1040408,1851
68,30,34,1,0,923525.5,1925
68,35,39,2,0,786458,2175
68,40,44,3,2,677623,2651
68,45,49,11,6,575133,3365
68,50,54,8,0,480922,4291
68,55,59,20,8,399377,5432
68,60,64,17,0,312690.5,6695
68,65,69,24,12,230980.5,7834
68,70,74,31,14,170965,9438
68,75,79,3,3,105320,9336
68,80,84,3,0,53153.5,7377
68,85,999,10,7,26812,6337
70,0,4,0,0,159503,178
70,5,9,0,0,170793,10
70,10,14,0,0,171813,12
70,15,19,0,0,177718.5,20
70,20,24,1,0,213400.5,37
70,25,29,2,0,209150,44
70,30,34,2,1,236461,67
70,35,39,9,2,240877,110
70,40,44,20,6,234854,201
70,45,49,37,11,229568,398
70,50,54,57,20,242030,864
70,55,59,91,38,256451.5,1767
70,60,64,139,70,239011.5,3088
70,65,69,173,97,209444.5,4725
70,70,74,145,92,138138,5122
70,75,79,83,64,97494.5,6346
70,80,84,65,61,81267.5,8148
70,85,999,44,55,52736,10251
72,0,4,0,0,294844.5,2883
72,5,9,0,0,280350,270
72,10,14,0,0,259999.5,206
72,15,19,0,0,233361,328
72,20,24,0,0,220633.5,474
72,25,29,1,1,223336.5,619
72,30,34,1,1,218271.5,786
72,35,39,3,2,197199,949
72,40,44,4,2,155178,996
72,45,49,4,0,113669,988
72,50,54,3,0,91035,1092
72,55,59,3,0,71252.5,1170
72,60,64,4,2,53898,1289
72,65,69,4,4,37161,1300
72,70,74,2,2,22199,1147
72,75,79,2,2,14237,1091
72,80,84,0,0,8091.5,898
72,85,999,0,0,4985,935
76,0,4,0,0,14594015,43501
76,5,9,0,0,14796395.5,3899
76,10,14,19,2,15391348.5,3775
76,15,19,16,3,16349984,8326
76,20,24,70,21,17174678.5,15642
76,25,29,136,30,17097456.5,19692
76,30,34,129,124,17552085.5,25317
76,35,39,383,133,17215260.5,32261
76,40,44,823,239,15420001.5,40532
76,45,49,1309,419,13748095.5,49731
76,50,54,1955,663,12626508,67298
76,55,59,2692,986,11429834.5,87630
76,60,64,3143,1237,9336478,111984
76,65,69,3250,1359,7262004,136503
76,70,74,3051,1325,5047779,156582
76,75,79,2529,1189,3493305,172725
76,80,84,1998,1030,2106852,190876
76,85,999,2115,1187,1140796.5,225162
84,0,4,0,0,38777,93
84,5,9,0,0,37225.5,6
84,10,14,0,0,38279.5,7
84,15,19,0,0,39426,14
84,20,24,0,0,38330,24
84,25,29,0,0,36038.5,40
84,30,34,0,0,31755,52
84,35,39,0,0,27174,58
84,40,44,0,0,23143,69
84,45,49,0,0,20376,92
84,50,54,0,0,16641.5,116
84,55,59,0,0,13686,156
84,60,64,0,0,10104.5,173
84,65,69,0,0,7124,180
84,70,74,0,0,4646.5,180
84,75,79,0,0,3027.5,168
84,80,84,0,0,1931.5,172
84,85,999,0,0,1409,229
90,0,4,0,0,99614.5,414
90,5,9,0,0,90396,63
90,10,14,0,0,78523,46
90,15,19,0,0,69086.5,70
90,20,24,0,0,60218.5,85
90,25,29,0,0,51342.5,80
90,30,34,0,0,45198.5,81
90,35,39,0,0,39936,92
90,40,44,1,0,34427,112
90,45,49,1,0,29820,149
90,50,54,3,0,23391,181
90,55,59,0,0,17374,210
90,60,64,2,0,12280,232
90,65,69,2,5,9165.5,282
90,70,74,2,0,6738,340
90,75,79,0,0,4132.5,341
90,80,84,0,0,2127.5,287
90,85,999,1,0,1222,305
96,0,4,0,0,33349.5,72
96,5,9,0,0,34323,8
96,10,14,0,0,32780,8
96,15,19,0,0,34592,23
96,20,24,0,0,34317,30
96,25,29,0,0,35399.5,32
96,30,34,0,0,39331.5,44
96,35,39,2,2,38609,58
96,40,44,5,3,35261,80
96,45,49,7,2,32277.5,117
96,50,54,11,4,27105,156
96,55,59,12,4,22010,200
96,60,64,13,7,16184,232
96,65,69,11,3,10383,234
96,70,74,7,6,5636,205
96,75,79,5,5,3438.5,210
96,80,84,3,2,1915,191
96,85,999,3,3,1137,219
100,0,4,0,0,320987,417
100,5,9,0,0,337857,50
100,10,14,0,0,332886.5,66
100,15,19,0,0,318987.5,158
100,20,24,0,0,304183,189
100,25,29,2,0,406964.5,285
100,30,34,3,1,480526,443
100,35,39,4,4,488929.5,797
100,40,44,19,10,544024,1316
100,45,49,54,22,516491,2241
100,50,54,99,37,472617.5,3166
100,55,59,155,58,492424.5,5342
100,60,64,252,88,487624,8099
100,65,69,333,118,467874,11084
100,70,74,344,141,417464.5,14035
100,75,79,257,128,288105.5,15303
100,80,84,148,97,214167,19879
100,85,999,92,91,160419,31932
104,0,4,0,0,4511518,42572
104,5,9,0,0,4430368,4942
104,10,14,0,0,4522615,4109
104,15,19,2,0,4622658.5,6863
104,20,24,34,3,4489440,9562
104,25,29,55,18,4399512.5,10150
104,30,34,43,23,4250490,11231
104,35,39,58,24,4074165.5,13500
104,40,44,99,45,3683019.5,16443
104,45,49,150,67,3342626.5,21299
104,50,54,224,106,2948942.5,27603
104,55,59,287,144,2461296,34344
104,60,64,348,194,1982784,42356
104,65,69,402,263,1463432,48719
104,70,74,360,272,895357,47792
104,75,79,256,216,537814.5,46594
104,80,84,172,158,287428,40276
104,85,999,114,112,136744.5,33078
108,0,4,0,0,2053874.5,24428
108,5,9,0,0,1955694,7343
108,10,14,1,0,1584231.5,3505
108,15,19,0,0,1175181.5,3424
108,20,24,1,1,926544.5,3695
108,25,29,4,2,876920,3832
108,30,34,5,3,829715,3971
108,35,39,6,4,709894,3834
108,40,44,10,4,495355.5,3267
108,45,49,11,7,349073.5,2769
108,50,54,14,10,257604.5,2793
108,55,59,19,14,201531.5,2919
108,60,64,24,18,169152,3680
108,65,69,23,19,131856.5,4416
108,70,74,16,15,78016.5,4163
108,75,79,10,10,47839,4031
108,80,84,6,6,22866,3059
108,85,999,4,4,9488,2134
112,0,4,0,0,532771,303
112,5,9,0,0,576874,37
112,10,14,0,0,516802,43
112,15,19,0,0,473174.5,102
112,20,24,1,0,459171,209
112,25,29,3,0,614624,397
112,30,34,6,4,791825.5,867
112,35,39,16,8,768463.5,1421
112,40,44,32,6,691064,2215
112,45,49,70,25,651124.5,3254
112,50,54,132,55,619521,4771
112,55,59,234,107,713731.5,8379
112,60,64,416,194,696117.5,12996
112,65,69,506,238,546473.5,15183
112,70,74,461,233,378605,15896
112,75,79,241,141,240380,15595
112,80,84,186,135,231496,22218
112,85,999,124,130,171752.5,30275
116,0,4,0,0,1646251,8835
116,5,9,0,0,1636304,1943
116,10,14,0,0,1567312,1332
116,15,19,0,0,1423895.5,2096
116,20,24,0,0,1314042,2754
116,25,29,5,2,1436092.5,3250
116,30,34,10,4,1424537.5,3511
116,35,39,12,4,1216006.5,3372
116,40,44,23,12,679485.5,2496
116,45,49,34,17,900755,4249
116,50,54,73,36,854107,6099
116,55,59,105,49,729976.5,7009
116,60,64,101,55,566042.5,8462
116,65,69,97,64,359943,8641
116,70,74,95,72,213206,8429
116,75,79,73,63,131661,8719
116,80,84,48,46,70960.5,7835
116,85,999,33,33,37168,7513
120,0,4,0,0,4193160.5,68745
120,5,9,0,0,3644803.5,6512
120,10,14,1,0,3198703.5,4190
120,15,19,1,0,2712479.5,5464
120,20,24,10,6,2328927,6965
120,25,29,11,6,2081514.5,7688
120,30,34,18,10,1783814,8096
120,35,39,15,8,1456222.5,8409
120,40,44,24,10,1138496,8359
120,45,49,34,17,904374,8589
120,50,54,42,24,705023.5,9068
120,55,59,48,31,532799.5,9277
120,60,64,44,33,390597.5,9948
120,65,69,36,29,277272,10385
120,70,74,27,23,200336,11294
120,75,79,19,17,128567,10818
120,80,84,12,12,68672.5,8718
120,85,999,6,6,36578,7935
124,0,4,0,0,1929478,1842
124,5,9,0,0,2037639,156
124,10,14,0,0,2030557,199
124,15,19,3,0,2107041.5,696
124,20,24,10,2,2465235.5,1288
124,25,29,16,8,2615139,1694
124,30,34,68,21,2602952,2011
124,35,39,155,40,2574338,2418
124,40,44,271,67,2419699,2926
124,45,49,400,101,2395577,4269
124,50,54,578,148,2506762,7076
124,55,59,825,220,2740617.5,12316
124,60,64,1020,302,2508334.5,17439
124,65,69,1025,319,2097665.5,22631
124,70,74,969,364,1705501.5,29160
124,75,79,806,527,1163689.5,32482
124,80,84,572,620,788281,38706
124,85,999,620,1023,834077,106693
132,0,4,0,0,51615,151
132,5,9,0,0,53119,14
132,10,14,0,0,53728.5,15
132,15,19,0,0,53514.5,21
132,20,24,0,0,57664.5,40
132,25,29,0,0,58817.5,56
132,30,34,0,0,51937.5,67
132,35,39,0,0,42790,88
132,40,44,0,0,33010,91
132,45,49,0,1,27124.5,108
132,50,54,2,0,25465.5,150
132,55,59,1,0,21787.5,176
132,60,64,0,0,15865,175
132,65,69,2,0,9889,151
132,70,74,1,1,5761,154
132,75,79,1,0,5441.5,247
132,80,84,0,1,5272.5,493
132,85,999,0,1,4227.5,781
140,0,4,0,0,930961,22770
140,5,9,0,0,847038,2137
140,10,14,1,0,745064.5,1409
140,15,19,3,0,635200,1910
140,20,24,5,5,490667,2337
140,25,29,3,3,348374,2178
140,30,34,2,1,260744.5,2038
140,35,39,3,3,202044.5,1984
140,40,44,4,2,155957.5,1859
140,45,49,5,3,141022,2048
140,50,54,6,3,127719.5,2348
140,55,59,8,8,109307,2583
140,60,64,8,6,88313,2941
140,65,69,7,7,62833,2902
140,70,74,5,5,34590,2174
140,75,79,4,4,17984,1557
140,80,84,2,2,8166,1014
140,85,999,1,1,3339,667
144,0,4,0,0,1620356,2325
144,5,9,0,0,1748449.5,268
144,10,14,0,0,1811674,317
144,15,19,0,0,1713011.5,630
144,20,24,1,0,1576191,1171
144,25,29,13,7,1514246.5,1299
144,30,34,13,6,1446913,1380
144,35,39,17,7,1607980,2358
144,40,44,34,13,1461955.5,3264
144,45,49,59,30,1339454,5111
144,50,54,98,50,1272869,6953
144,55,59,158,77,1221862.5,9628
144,60,64,205,96,1052480,13282
144,65,69,218,100,892152,19213
144,70,74,205,97,642732,22157
144,75,79,149,74,382435,20889
144,80,84,76,41,211924.5,19293
144,85,999,54,32,132978,23893
148,0,4,0,0,3063708.5,78602
148,5,9,0,0,2558461,18981
148,10,14,0,0,2109243,8428
148,15,19,0,0,1708886.5,8020
148,20,24,0,0,1414241,8783
148,25,29,0,0,1158258.5,7913
148,30,34,0,0,922230.5,6934
148,35,39,23,19,752600.5,6401
148,40,44,0,0,651410,6499
148,45,49,33,25,533612,6153
148,50,54,19,15,404959.5,5994
148,55,59,0,0,303787.5,5937
148,60,64,8,6,217290.5,6154
148,65,69,12,9,148562.5,6322
148,70,74,0,0,89145.5,5958
148,75,79,9,8,53443.5,5480
148,80,84,0,0,25834.5,4086
148,85,999,0,0,11191,2939
152,0,4,0,0,1167620,1682
152,5,9,0,0,1228895.5,148
152,10,14,0,0,1187946.5,192
152,15,19,0,0,1259265.5,548
152,20,24,3,0,1463574.5,893
152,25,29,10,1,1603156,1117
152,30,34,19,6,1531998.5,1326
152,35,39,21,11,1401753,1614
152,40,44,42,16,1325776.5,2194
152,45,49,79,28,1276065,3127
152,50,54,126,47,1220141,4472
152,55,59,192,67,1108488.5,6084
152,60,64,262,95,956190,8169
152,65,69,314,125,780434,10722
152,70,74,304,142,572634.5,12328
152,75,79,246,137,395845.5,13866
152,80,84,182,119,277681,16607
152,85,999,190,148,282020,35007
156,0,4,0,0,85553391,121015
156,5,9,0,0,90280871,24683
156,10,14,35,14,83819593.5,27519
156,15,19,68,30,79582517.5,33056
156,20,24,178,70,84175834,50046
156,25,29,590,192,106790559.5,80460
156,30,34,1710,552,118556456.5,97507
156,35,39,2444,818,102242893.5,99064
156,40,44,4668,1512,94861435,149396
156,45,49,9855,3244,121460377,294618
156,50,54,23524,7319,117373200,477998
156,55,59,26951,9017,87233380,505087
156,60,64,29235,10507,78995382,840381
156,65,69,45066,18471,68858848,1132023
156,70,74,38374,19308,42880446,1200120
156,75,79,27244,17835,27916257,1293467
156,80,84,18794,16173,18501237,1517340
156,85,999,13371,15429,12781352.5,2119462
170,0,4,0,0,3662533.5,10041
170,5,9,0,0,3688616,1126
170,10,14,0,0,3854721,1314
170,15,19,8,1,4193309,4454
170,20,24,13,5,4417169.5,7174
170,25,29,30,16,4398950,7138
170,30,34,38,22,4092636.5,7004
170,35,39,67,33,3743585.5,6979
170,40,44,114,36,3318269.5,7085
170,45,49,168,54,3022142.5,8464
170,50,54,243,86,2941164.5,11526
170,55,59,340,129,2636046,15790
170,60,64,403,164,2100878.5,20377
170,65,69,431,193,1581704,23118
170,70,74,396,200,1102760,25872
170,75,79,304,173,730367.5,27147
170,80,84,215,137,433733,33171
170,85,999,208,148,268820,52722
174,0,4,0,0,112127.5,1498
174,5,9,0,0,103702.5,139
174,10,14,0,0,90185.5,91
174,15,19,0,0,80034,147
174,20,24,0,0,72843.5,173
174,25,29,0,0,62500,154
174,30,34,0,0,54310,154
174,35,39,0,0,46111.5,168
174,40,44,0,0,37623,189
174,45,49,0,0,31792,230
174,50,54,0,0,27434,291
174,55,59,1,0,22226.5,349
174,60,64,1,0,15921,384
174,65,69,2,1,13656.5,515
174,70,74,2,2,9063.5,545
174,75,79,2,2,6964.5,677
174,80,84,0,0,3046.5,450
174,85,999,0,0,1444,349
178,0,4,0,0,840136.5,9095
178,5,9,0,0,814400.5,1218
178,10,14,0,0,678969.5,800
178,15,19,0,0,548255.5,1017
178,20,24,2,2,458803.5,1259
178,25,29,3,2,407896.5,1434
178,30,34,2,2,382280.5,1710
178,35,39,2,2,337606.5,1972
178,40,44,5,3,293972,2230
178,45,49,9,6,236481.5,2373
178,50,54,13,8,188475.5,2564
178,55,59,13,8,139845.5,2585
178,60,64,10,6,97821.5,2600
178,65,69,6,4,63146,2489
178,70,74,4,3,40276,2445
178,75,79,2,1,23610,2200
178,80,84,1,1,12637,1772
178,85,999,0,0,6118.5,1417
180,0,4,0,0,16703221.5,314784
180,5,9,0,0,13805551.5,54437
180,10,14,5,5,11241701.5,25696
180,15,19,19,19,9282673.5,27938
180,20,24,32,21,7923890,32549
180,25,29,53,36,6485734.5,29193
180,30,34,41,27,5368043,26443
180,35,39,35,27,4247690,23618
180,40,44,73,41,3387100.5,22939
180,45,49,108,62,2907017,23572
180,50,54,140,83,2421323,26731
180,55,59,158,99,1923948.5,28260
180,60,64,158,109,1493968,32875
180,65,69,150,114,1103576.5,37544
180,70,74,137,113,801360,43343
180,75,79,106,94,484022,41246
180,80,84,62,59,229554.5,31016
180,85,999,34,34,96515,22106
188,0,4,0,0,345463,542
188,5,9,0,0,364936,34
188,10,14,0,0,369791.5,41
188,15,19,0,0,380144.5,89
188,20,24,2,0,405079.5,167
188,25,29,2,0,423221,218
188,30,34,5,1,427318.5,293
188,35,39,6,5,391740.5,382
188,40,44,10,4,344019,520
188,45,49,16,5,310738,732
188,50,54,26,10,304794,1133
188,55,59,42,19,284635.5,1617
188,60,64,49,24,230019.5,2176
188,65,69,46,23,175972.5,2608
188,70,74,43,21,133192.5,2896
188,75,79,37,22,92186,3272
188,80,84,29,19,59846,4158
188,85,999,31,26,41434,6903
191,0,4,0,0,184859.5,170
191,5,9,0,0,201043,14
191,10,14,0,0,202041,11
191,15,19,0,0,203136.5,26
191,20,24,1,0,242384,51
191,25,29,2,0,242787.5,64
191,30,34,4,1,264260,93
191,35,39,6,1,285771,163
191,40,44,21,6,279044.5,297
191,45,49,43,11,268425,528
191,50,54,77,23,285789,1064
191,55,59,138,43,297021.5,1951
191,60,64,218,71,301575,3474
191,65,69,287,106,269614.5,5115
191,70,74,275,126,201977,5761
191,75,79,198,115,168881.5,8211
191,80,84,163,126,132223.5,10692
191,85,999,127,121,98917.5,16766
192,0,4,0,0,585875,589
192,5,9,0,0,629805,130
192,10,14,0,0,591381.5,120
192,15,19,0,0,683331.5,296
192,20,24,0,0,704142.5,415
192,25,29,6,2,773455,511
192,30,34,7,1,796697,641
192,35,39,8,4,655799.5,828
192,40,44,11,5,720773,1463
192,45,49,30,9,974417.5,2957
192,50,54,64,19,1004599.5,4975
192,55,59,109,31,869724.5,6883
192,60,64,129,38,596785.5,8167
192,65,69,133,44,536419.5,10658
192,70,74,128,55,447037,13420
192,75,79,108,57,338336,15851
192,80,84,81,50,215054,15251
192,85,999,78,55,193063,28482
196,0,4,0,0,67350.5,38
196,5,9,0,0,66914,5
196,10,14,0,0,62628,5
196,15,19,0,0,64056.5,7
196,20,24,0,0,75978,14
196,25,29,0,0,100796.5,21
196,30,34,1,0,117231.5,34
196,35,39,1,0,109416.5,53
196,40,44,3,0,93491.5,76
196,45,49,6,1,83902.5,126
196,50,54,10,3,78936.5,216
196,55,59,15,5,73071,348
196,60,64,19,7,64828.5,515
196,65,69,20,6,53804,739
196,70,74,21,9,44749.5,978
196,75,79,22,7,32997.5,1206
196,80,84,19,12,21710,1401
196,85,999,19,12,16974,2528
203,0,4,0,0,557142,340
203,5,9,0,0,562262.5,52
203,10,14,0,0,552138,60
203,15,19,0,0,473578.5,148
203,20,24,0,0,495159,246
203,25,29,4,0,652382.5,333
203,30,34,8,0,699601,440
203,35,39,9,1,759081,687
203,40,44,43,9,916164,1238
203,45,49,105,25,795039.5,1794
203,50,54,158,43,686076.5,2650
203,55,59,256,77,632615,3919
203,60,64,338,115,667194,7195
203,65,69,492,188,676790.5,11165
203,70,74,540,243,590430.5,15118
203,75,79,421,232,388821.5,15842
203,80,84,239,169,228813.5,16056
203,85,999,173,162,203581.5,34401
204,0,4,0,0,2050580,40155
204,5,9,0,0,1722200,6502
204,10,14,0,0,1492093,3247
204,15,19,0,0,1277555,3680
204,20,24,2,0,1109362,4313
204,25,29,6,0,947959.5,4044
204,30,34,6,0,798854.5,3748
204,35,39,4,3,665282,3534
204,40,44,6,4,535186.5,3471
204,45,49,8,4,444191,3457
204,50,54,16,10,364923,3905
204,55,59,23,13,288068,4112
204,60,64,19,15,214370.5,4614
204,65,69,15,15,153596,5124
204,70,74,13,14,107214,5734
204,75,79,16,15,69625,5858
204,80,84,13,13,33522,4492
204,85,999,9,9,15862,3683
208,0,4,0,0,303398.5,205
208,5,9,0,0,308065,21
208,10,14,0,0,338451.5,26
208,15,19,0,0,344249,73
208,20,24,1,0,381614.5,110
208,25,29,3,0,391864.5,129
208,30,34,4,0,350025.5,149
208,35,39,2,1,328798.5,213
208,40,44,16,2,367350.5,319
208,45,49,44,6,390958,630
208,50,54,89,12,417515.5,1217
208,55,59,166,22,382732.5,1841
